"","E003","E004","E005","E006","E007","E011","E012","E013","E016","E024","E050","E053","E054","E058","E065","E066","E070","E071","E079","E084","E085","E094","E095","E096","E097","E098","E100","E104","E105","E106","E109","E112","E113"
"ENSG00000181625",20.679,14.422,17.036,10.114,14.698,26.825,17.22,25.981,21.997,24.396,22.628,23.223,19.703,20.548,9.872,28.441,34.627,14.945,26.296,49.071,49.342,36.341,18.026,37.515,15.724,41.234,12.537,14.5,39.689,33.904,47.837,22.17,39.387
"ENSG00000181626",0.012,0.023,0.001,0.001,0.001,0,0.003,0.006,0.007,0.008,0.016,0,0,0,0.12,0.006,0,4.541,0.206,0.004,0.005,0,0,0.106,0,2.106,0.002,0,0,0.013,0,0.004,0
"ENSG00000181631",0,0,0,0,0.002,0,0,0,0,0,1.761,0.053,0.009,0.003,4.461,7.86,0.25,4.031,0.354,3.287,3.247,0.701,0.284,2.846,0.371,0.19,0.094,0.31,0.154,2.892,0.661,2.383,14.19
"ENSG00000181634",0.077,0.1,6.794,4.733,0.393,0.065,0.014,0.209,0.034,0.087,0,0,0,0.912,0.788,0.008,0,0.053,0.39,3.62,2.665,0.959,0.023,0.662,0.013,0.038,0.022,0.014,0.007,0.848,0.506,0.107,0.111
"ENSG00000181638",4.482,3.3,2.515,2.719,4.347,3.886,4.746,2.498,3.676,6.844,4.809,6.971,6.993,4.76,3.043,0.448,6.331,4.002,5.241,4.781,4.831,5.206,3.577,5.461,7.292,11.264,2.487,5.615,3.469,5.188,4.99,4.329,5.624
"ENSG00000181649",9.167,12.287,140.784,158.522,4.35,3.323,1.488,32.15,6.401,4.26,0.958,1.543,2.599,123.191,8.588,0.788,0.148,0.302,13.386,3.454,2.766,23.998,3.46,18.328,3.108,2.363,0.963,1.257,8.815,21.454,14.209,1.739,2.369
"ENSG00000181656",0.009,0.003,0.023,0.012,0.003,0.018,0.003,0.008,0.018,0.016,0.079,0.402,0.68,0,0.027,15.512,9.618,2.118,0.076,0.228,0.094,0.037,0.057,0,1.568,0.038,0.018,0.419,0.109,0.189,0.06,0.513,1.218
"ENSG00000181666",10.427,9.746,7.79,5.466,17.628,9.067,16.13,7.913,10.13,9.238,13.586,9.041,11.694,7.417,7.631,5.252,10.597,17.008,10.412,15.617,15.739,10.229,12.737,7.965,16.975,16.338,8.517,15.251,14.95,9.613,8.046,21.047,16.04
"ENSG00000181689",0,0,0,0,0,0.022,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181690",4.467,4.104,3.145,4.602,17.536,8.582,10.993,9.04,5.241,6.156,6.659,0.323,0.168,2.025,0.11,0.23,0.932,1.309,0.658,6.695,7.628,0.676,2.038,4.263,0.606,0.799,0.221,2.619,3.428,0.625,0.897,4.657,4.552
"ENSG00000181693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181704",13.088,9.11,7.774,10.199,13.362,11.722,10.694,9.726,9.413,10.628,4.994,9.342,11.909,6.461,7.482,12.307,4.903,14.116,6.827,11.67,11.479,7.462,8.263,9.245,7.307,5.667,12.128,7.209,7.356,7.509,7.618,5.769,4.029
"ENSG00000181718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181722",0.095,0.042,0.069,0.699,0.408,0.754,0.373,0.383,0.192,0.094,2.085,5.457,6.936,0.112,0.843,6.592,14.051,17.573,0.567,0.104,0.195,0.924,2.869,1.421,1.96,7.868,0.953,3.15,1.104,1.162,1.039,0.45,1.023
"ENSG00000181733",0,0,0,0,0,0,0,0.016,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.01,0,0,0,0,0,0,0.008,0.014
"ENSG00000181744",14.915,21.758,5.982,5.746,15.765,10.222,7.746,6.453,12.901,10.135,8.978,11.3,10.594,4.862,6.833,12.645,3.115,8.278,9.285,23.169,18.773,3.762,2.747,5.183,14.238,1.604,2.554,5.179,2.54,4.014,4.43,15.604,6.457
"ENSG00000181751",7,8.782,57.02,3.556,11.974,11.422,14.054,6.703,8.989,7.331,17.336,10.583,12.812,6.597,7.46,0.74,9.614,17.044,3.304,17.21,29.142,11.164,2.638,4.211,5.571,4.558,8.533,2.717,2.519,28.887,8.414,5.412,3.735
"ENSG00000181752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181754",1.56,0.432,0.078,0.28,4.212,3.454,4.213,0.923,1.556,1.959,1.057,5.261,7.56,0.23,3.702,2.245,4.914,9.146,2.64,1.244,0.844,2.014,5.516,3.06,7.361,2.55,12.3,5.749,3.614,2.442,2.905,2.495,1.269
"ENSG00000181761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034
"ENSG00000181767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103
"ENSG00000181773",23.844,9.977,0.415,3.445,7.221,4.145,3.142,4.344,7.063,6.75,4.733,4.633,3.319,3.672,0,0.876,0.746,1.286,0.819,0.179,0.107,0.397,2.174,1.521,0.117,0.496,0.208,1.705,3.052,0.459,0.355,0.401,0.105
"ENSG00000181778",0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0.829,0.281,0,0,0.119,1.694,12.763,0,0.019,0,0.052,0.021,0.002,0.212,0,0.047,0.108,0.024,0.013
"ENSG00000181781",0.276,0.064,0.064,0.054,0.086,0.026,0.112,0.054,0.077,0.242,0,0.071,0.025,0.016,0,0.067,0.07,0.546,0.086,0.16,0.169,0.241,0.155,0.229,0.141,0.448,2.104,0.195,0.22,0.193,0.214,0.023,1.156
"ENSG00000181784",2.688,1.385,2.963,10.477,3.096,3.726,0.735,5.119,0.848,1.265,2.694,3.277,2.981,3.325,56.752,698.246,11.248,5.125,49.635,32.512,49.025,65.342,7.521,27.431,199.41,12.737,6.546,27.239,14.412,38.954,43.543,20.625,7.918
"ENSG00000181785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0
"ENSG00000181786",0,0.004,0.001,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.006,0,0,0,0,0,0,0,0,0,0,0.005,0
"ENSG00000181788",16.559,24.77,61.825,18.573,14.139,8.892,9.083,17.91,7.056,10.398,36.168,14.197,12.162,41.121,16.17,34.991,46.789,10.213,21.159,11.846,12.262,21.535,16.075,8.492,18.942,8.959,11.618,9.948,15.395,16.116,16.79,21.946,22.49
"ENSG00000181789",25.595,31.293,58.575,68.755,22.235,40.746,30.283,85.55,39.006,31.881,23.993,57.206,53.578,55.344,32.95,46.078,34.796,24.726,30.981,49.225,51.422,60.136,47.176,57.178,35.319,53.776,33.479,36.007,59.306,59.827,60.058,29.946,25.339
"ENSG00000181790",2.528,1.055,0.044,0.003,2.719,2.644,2.299,0.942,2.561,2.655,0.388,48.707,117.902,0.028,0.239,0.047,11.173,10.794,0.956,1.046,0.262,0.904,0.121,0.742,0.879,1.456,0.045,0.252,0.262,0.711,1.169,1.098,2.05
"ENSG00000181800",0,0,0,0,0,0,0,0,0.012,0.004,15.01,0.717,0.595,0,0,0,0.146,0,0.006,0.425,0.33,0,0.052,0.021,0.057,0,0.008,0.144,0.009,0.032,0,0.026,0.038
"ENSG00000181803",0.001,0.02,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0.046,0.114
"ENSG00000181804",1.075,1.646,0.269,4.074,0.283,0.437,0.173,2.798,0.819,0.359,3.829,1.105,2.119,0.9,4.694,6.501,2.25,7.893,12.934,3.46,2.442,3.251,0.721,1.925,9.977,0.727,1.266,2.945,1.334,4.829,2.96,11.062,8.262
"ENSG00000181817",23.233,32.166,11.539,27.039,22.906,14.11,12.963,14.472,20.125,15.866,11.881,23.388,18.712,18.644,37.301,26.839,15.921,21.153,18.849,9.328,8.357,45.865,32.931,26.879,22.316,16.203,88.917,57.211,42.412,20.862,22.225,21.177,48.013
"ENSG00000181826",5.595,4.146,16.586,10.081,4.246,5.766,3.064,4.942,3.748,2.129,5.851,7.79,12.863,6.118,2.183,2.085,3.442,3.69,3.256,13.65,18.083,9.061,4.593,2.029,3.326,1.866,2.025,1.792,1.781,6.586,5.294,1.249,1.614
"ENSG00000181827",15.035,16.44,8.28,11.166,20.85,21.928,23.212,17.033,20.144,22.251,27.973,17.106,18.676,20.3,1.923,1.412,31.188,2.563,3.817,10.585,9.418,2.31,2.03,4.797,4.823,3.322,5.876,1.711,1.706,4.057,5.543,8.977,6.368
"ENSG00000181830",7.837,6.168,8.414,16.409,6.152,6.755,6.94,6.502,6.094,8.437,4.969,13.835,12.044,13.518,5.996,21.841,5.264,3.191,27.322,7.339,7.165,11.449,11.599,21.192,7.688,11.093,7.896,6.406,11.249,27.142,28.96,6.938,8.075
"ENSG00000181847",0.018,0.06,0.001,0.002,0,0.003,0,0,0.03,0.011,0.054,0.03,0.036,0,0,0.705,0.005,0.052,0.163,0.083,0.083,0.121,0.016,0.194,0.041,0.017,0.011,0.019,0.017,2.254,0.228,3.755,2.683
"ENSG00000181852",23.527,28.736,15.41,20.219,27.27,20.532,20.156,21.22,19.416,16.099,20.907,17.205,17.577,18.73,27.076,7.909,20.272,17.343,10.852,11.726,11.081,17.36,27.889,14.703,17.985,8.978,30.905,16.105,19.048,14.764,16.162,12.434,17.212
"ENSG00000181856",5.542,0.895,0.255,0.159,2.833,1.795,1.919,1.08,2.312,3.766,0.9,0.073,0.103,0.031,0.922,0.493,0.243,1.973,24.832,0.582,0.192,1.902,59.003,1.234,3.006,1.964,24.338,79.919,71.742,6.076,4.478,1.112,0.272
"ENSG00000181867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.063,0.01,0,0,0,0.004,0,0,0,0,0,0,0,0.004
"ENSG00000181873",1.742,2.055,0.924,0.957,1.186,1.996,2.459,0.889,2.177,1.381,3.144,1.844,1.895,1.167,2.026,1.143,1.431,4.742,1.816,3.176,2.628,3.246,4.73,2.796,3.118,3.683,2.747,3.977,2.744,3.369,3.829,1.402,3.04
"ENSG00000181877",0.002,0.004,0.001,6.007,0.001,0.009,0.005,0.025,0,0.031,0.511,0.064,0.032,0.016,0.754,3.255,0,0.168,1.161,3.15,3.776,3.84,0.447,1.001,0.329,0.711,0.102,0.223,0.65,3.664,2.956,9.03,2.625
"ENSG00000181885",103.331,69.246,63.295,1.082,0.045,7.097,0.262,3.702,24.404,43.158,1.526,0.007,0.007,19.298,24.214,12.818,0.068,0.405,126.052,110.209,145.774,9.921,0.557,88.037,0.467,62.697,0.247,1.354,0.66,486.648,350.294,20.002,2.438
"ENSG00000181894",4.699,5.354,4.176,4.184,11.935,7.843,10.923,5.975,5.682,8.37,10.626,4.694,4.989,3.456,5.083,4.027,4.924,6.112,4.181,7.306,7.445,4.746,6.082,2.613,7.023,2.888,1.504,4.846,4.626,3.188,3.545,9.118,6.476
"ENSG00000181896",18.49,13.821,4.236,2.026,6.471,7.1,7.596,3.618,13.417,11.193,6.051,1.785,2.352,2.785,3.281,1.636,1.943,4.685,5.514,3.46,4.523,4.122,2.036,6.322,2.86,4.299,2.073,2.057,2.271,13.196,4.393,30.787,20.525
"ENSG00000181903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075
"ENSG00000181904",8.305,10.432,17.165,33.438,23.955,22.116,23.504,25.913,12.263,6.192,13.227,18.015,20.607,12.853,32.298,13.274,12.269,20.695,13.529,30.669,25.25,19.551,18.004,14.74,16.133,6.409,18.74,11.172,14.063,8.607,13.852,15.014,12.996
"ENSG00000181908",0.08,0.028,0.201,0.004,0.165,0.114,0.131,0.066,0.079,0.027,0.869,0.063,0.043,0.011,0.196,0.103,0.454,0.948,0.061,0.143,0.107,0,0.047,0.115,0.11,0.325,0.045,0.024,0.054,0.301,0.319,0.489,0.951
"ENSG00000181915",17.653,21.405,8.112,12.919,19.839,16.507,17.961,13.928,24.309,12.841,12.031,16.789,19.234,10.377,12.368,5.49,8.597,13.118,8.098,14.003,13.344,14.427,17.373,9.204,11.137,3.905,22.989,13.5,14.6,7.359,9.767,14.403,15.607
"ENSG00000181924",62.569,86.913,26.243,30.009,34.605,14.784,15.33,12.19,31.919,25.492,14.765,13.235,12.367,22.241,33.845,50.404,19.307,25.453,21.346,20.445,23.603,46.551,35.253,31.096,20.873,24.308,29.864,34.032,44.685,33.834,41.149,20.559,28.613
"ENSG00000181927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181929",10.926,8.896,11.581,17.024,11.571,10.601,9.136,8.926,11.499,9.351,17.125,12.757,15.722,22.94,25.09,14.392,10.997,15.585,17.075,14.662,15.669,22.481,26.408,15.915,14.713,12.111,30.031,25.057,27.219,15.432,17.357,20.577,16.528
"ENSG00000181935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0
"ENSG00000181938",10.011,18.27,4.683,1.998,8.807,9.521,10.057,3.069,13.242,9.809,3.353,7.156,6.548,10.937,0.888,0.786,6.167,1.742,5.911,4.134,3.371,6.312,12.07,2.895,1.428,1.421,1.53,5.799,11.062,4.32,5.682,7.141,6.949
"ENSG00000181939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000181958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.008,0,0,0,0,0,0,0,0,0,0,0.012,0
"ENSG00000181961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.014,0,0,0,0,0,0,0,0,0,0,0.049,0
"ENSG00000181963",0.005,0,0,0,0,0,0.004,0,0,0.018,0,0,0,0,0,0,0,0,0.007,0.031,0.016,0,0,0,0.01,0.098,0,0,0,0.027,0,0,0
"ENSG00000181965",0.018,0.008,0,0,0.035,2.361,1.21,0.178,0.065,0.046,0,0.018,0,0,0,0,0.904,0,0.008,0,0,0,0,0,0.077,0,0.003,0,0,0,0,0.302,0
"ENSG00000181982",0.859,0.925,1.01,1.419,1.483,1.323,1.413,1.017,1.228,1.493,2.043,2.952,2.898,1.495,5.08,1.07,2.563,5.294,1.869,2.95,3.046,6.947,3.021,3.844,4.116,7.654,1.803,3.24,2.251,2.055,2.664,1.662,1.398
"ENSG00000182004",101.822,157.979,51.185,45.124,138.127,64.401,66.921,49.576,76.089,45.897,58.314,16.93,21.212,30.866,60.058,45.604,49.567,26.856,20.256,25.702,24.142,52.683,30.142,33.632,48.489,15.398,26.101,22.574,34.384,37.657,48.608,38.091,37.243
"ENSG00000182010",7.003,6.573,2.259,0.249,10.196,8.521,8.879,2.52,8.205,7.665,0.388,2.749,3.04,1.044,0.156,0.037,4.458,0.112,3.463,2.264,2.498,0.588,0.003,20.348,0.19,0.124,0.026,0.069,0.002,1.012,1.537,4.229,0.229
"ENSG00000182013",11.929,12.119,5.633,11.772,39.327,27.19,34.152,14.824,22.448,14.144,5.225,13.362,18.336,1.092,10.206,0.269,16.232,27.684,6.08,4.113,1.053,2.149,4.935,0.507,11.99,3.726,0.529,11.574,3.193,1.949,3.079,10.086,0.21
"ENSG00000182022",4.025,11.136,1.954,17.781,0.401,8.005,2.517,4.452,5.461,5.047,0.446,0.896,0.702,18.029,5.121,12.387,3.316,6.077,3.447,5.609,2.993,7.201,2,6.323,38.907,8.039,11.296,2.244,2.148,6.958,8.072,7.936,12.569
"ENSG00000182035",0,0.013,0.007,0,0,0,0,0.014,0,0,0,0.019,0,0,0,0,0,0.266,0,0,0,0.125,0.057,0,0,0.025,0.01,0.01,0.022,0.003,0,0.01,0.021
"ENSG00000182040",0.623,0.188,0.036,0,0.234,0.167,0.295,0.131,0.794,0.577,0.003,0.033,0.021,0.27,0.33,0.015,0.064,0.016,9.707,1.032,2.184,0,0,0.02,0.355,0.206,0,0.294,0.003,0.053,0.055,0.178,0
"ENSG00000182050",1.571,0.754,0.006,0.339,0,0.123,0.039,0.232,1.878,1.026,0,0.511,0.255,0.002,0,0.043,5.5,1.068,0.028,0.122,0.043,0.059,0.35,0.016,0.01,0.215,0.003,0.903,0.343,0.031,0.182,0.227,0.015
"ENSG00000182053",0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.015,1.277,0,0,0,0,0,0,0,0,0.024,0,0.006,0,0,0,0.01,0,0.046,0
"ENSG00000182054",32.126,15.656,72.518,23.811,86.417,74.459,48.607,66.824,38.724,30.424,67.523,58.048,51.497,28.608,18.275,146.017,90.141,66.565,51.617,35.317,62.797,167.958,263.599,35.413,15.456,63.798,170.591,172.226,229.563,105.79,173.511,37.925,38.785
"ENSG00000182070",11.419,6.556,0.01,0,0,0.344,0,0,0.728,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182077",0.007,0,0,0,0,0,0.005,0,0,0,0.034,0,0,0.09,0,0.598,0,0,0.083,0.007,0,0.051,0.016,0,0.047,0.858,0.006,0.077,0.034,0.051,0.048,0.027,0.051
"ENSG00000182083",0.011,0.04,0.005,0.009,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.026,0.009,0.004,0,0,0,0,0.098,0,0,0,0,0,0.007,0
"ENSG00000182087",110.992,60.086,62.655,74.463,76.193,56.786,59.63,50.248,49.432,82.461,53.758,91.417,91.908,75.067,40.004,36.916,85.912,41.566,172.21,65.561,59.94,103.198,101.935,234.29,126.42,560.659,60.691,129.419,159.297,148.071,124.331,283.841,504.106
"ENSG00000182093",4.878,3.768,3.68,5.106,11.012,11.667,10.979,10.484,8.66,9.11,6.652,14.83,17.706,5.573,7.367,8.475,24.897,14.001,4.794,7.363,5.759,6.654,7.268,11.192,13.59,3.921,9.459,10.69,7.622,4.414,8.254,8.698,4.029
"ENSG00000182095",1.264,5.351,11.696,14.012,11.56,14.477,9.804,10.963,5.882,0.457,37.86,46.969,45.791,24.135,8.504,1.965,38.161,5.031,23.368,21.002,23.376,14.087,10.082,23.275,32.414,44.178,4.44,15.075,8.269,21.437,17.588,11.372,14.9
"ENSG00000182103",0.362,0.856,0.047,0.001,0.01,7.013,4.533,1.906,1.49,0.502,0.759,120.307,62.012,0.249,3.588,0.043,8.301,28.435,2.103,6.947,6.643,0.975,0.156,0.123,2.498,1.753,0.036,5.234,0.328,0.568,1.005,0.374,0.48
"ENSG00000182107",14.757,9.151,10.004,0.002,0.007,0.4,0.024,0.043,2.334,7.138,0.228,0.007,0.006,15.157,11.057,9.091,0.028,0.129,12.719,24.639,28.152,23.708,0.185,22.488,2.812,17.178,0.275,1.176,0.293,19.347,36.285,21.782,0.467
"ENSG00000182108",17.385,16.696,15.399,21.407,21.616,16.13,16.994,18.441,17.01,16.258,30.426,21.532,18.821,26.808,50.796,37.891,16.875,37.8,24.346,17.149,17.661,39.045,79.518,21.024,36.911,19.247,66.257,104.864,85.43,14.806,21.242,17.87,25.501
"ENSG00000182111",0,0,0,0,0,0,0,0,0,0,0.014,0,0.007,0.004,0,0,0,0.022,0,0.003,0.001,0,0,0,0.012,0,0,0,0,0,0,0.005,0
"ENSG00000182117",310.027,350.874,173.948,313.308,162.939,112.792,108.418,157.093,221.428,155.624,84.49,64.444,62.33,168.726,223.452,243.753,87.317,69.238,113.909,77.177,80.094,270.436,160.542,225.233,58.834,66.332,135.527,119.434,209.796,129.677,141.477,146.41,211.335
"ENSG00000182118",1.753,5.19,26.468,48.547,5.551,11.384,1.824,38.128,3.495,0.53,3.521,0,0.072,13.371,2.823,7.837,1.186,12.399,6.226,1.726,1.823,29.497,2.734,22.736,5.842,8.1,1.694,5.091,4.676,3.023,4.436,8.22,11.91
"ENSG00000182132",0.275,0.093,0.102,0,3.289,1.188,1.798,0.523,0.639,0.484,0.007,17.475,13.638,0,0.094,0.077,12.663,10.661,0.035,1.193,0.498,0.289,0.018,0.256,0.311,0.894,0.009,0.026,0.005,0.104,0.105,0.119,0.326
"ENSG00000182134",7.129,6.156,2.881,1.005,8.196,11.146,7.087,5.882,9.144,6.461,2.69,4.331,4.045,4.402,1.69,1.869,5.536,3.414,1.033,1.417,1.296,2.135,2.601,3.986,0.989,1.766,3.353,1.999,1.94,2.478,2.257,3.731,3.06
"ENSG00000182141",15.481,16.043,7.68,2.484,13.085,10.154,16.237,5.024,14.48,11.485,10.78,4.645,6.669,1.447,5.628,0.925,5.806,9.073,3.092,10.333,11.13,3.375,2.504,7.415,11.407,8.393,2.287,3.874,3.237,3.769,3.407,11.174,8.407
"ENSG00000182149",31.993,33.819,33.702,21.383,48.221,50.429,56.117,46.442,44.767,44.609,41.218,23.316,26.496,20.223,29.602,17.741,29.174,33.699,30.441,38.972,42.117,36.265,22.497,30.621,36.681,30.826,22.483,27.883,29.006,39.646,31.658,54.818,51.274
"ENSG00000182150",5.751,5.609,3.34,3.569,5.163,4.359,5.681,4.523,5.506,4.918,5.823,3.271,4.686,2.923,1.769,1.105,3.454,2.269,2.362,4.504,4.262,2.253,1.804,1.456,4.413,1.567,2.233,1.864,1.274,2.478,2.39,3.893,2.254
"ENSG00000182156",0,0,0,0.003,0,0,0,0,0,0,0.007,0,0.001,0,14.331,11.499,0.002,0.079,0.003,89.816,82.238,0.07,0.007,0,0,0.285,0.079,0.011,0.006,0.028,15.941,0.114,0.681
"ENSG00000182158",19.447,26.85,84.095,39.4,16.125,17.052,13.376,24.847,11.817,28.736,22.033,5.256,7.893,24.875,10.545,3.343,3.619,5.114,9.305,28.924,31.361,8.305,7.963,7.101,23.076,7.893,2.832,9.518,6.875,10.598,9.956,5.279,4.597
"ENSG00000182162",0.204,0.005,0.001,0,0.178,0.046,0.198,0,0.041,0.183,36.028,0,0,0,1.402,1.182,0.063,0.058,0.995,0.778,0.874,0.434,2.931,0.721,0.632,0.634,0.591,1.814,2.522,12.798,1.785,14.744,10.087
"ENSG00000182168",1.116,0.157,23.948,9.085,0.697,15.788,2.46,16.225,2.739,0.249,0.174,6.954,1.07,0.002,0.789,0.321,0.385,5.174,1.049,2.196,1.461,0.628,0.422,0.617,1.664,0.206,0.068,1.227,0.571,0.854,0.967,0.911,0.959
"ENSG00000182170",0,0.006,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182173",10.863,9.18,3.581,2.726,9.539,9.742,13.034,9.197,13.386,12.549,17.777,5.614,5.869,11.116,4.079,3.659,5.208,8.652,12.812,17.429,18.001,21.994,6.007,19.236,8.032,31.431,4.39,5.136,8.054,18.895,19.211,28.603,28.275
"ENSG00000182175",10.76,4.768,0.155,0.033,108.607,17.383,55.729,2.127,18.802,33.812,2.001,165.373,118.804,0.998,1.855,0.122,72.945,17.116,14.293,4.556,0.764,7.027,4.34,2.103,20.844,6.616,76.204,6.315,5.207,8.557,8.597,3.202,1.238
"ENSG00000182177",0.001,0.002,0.001,0.001,0.002,0,0,0.004,0,0.002,0,0.228,0.217,0.002,0,0,0.041,0.13,0.001,0.013,0.015,0,2.406,0,0.003,0.007,0.04,0.581,2.197,0,0,0.013,0
"ENSG00000182179",0.099,0.031,0.73,11.81,1.165,0.493,0.556,0.912,0.174,0.163,75.855,1.578,2.209,0.851,11.059,14.184,2.821,8.206,20.403,15.729,7.568,21.238,5.281,33.931,24.701,51.028,1.514,10.622,9.414,34.205,26.588,37.65,103.659
"ENSG00000182183",0.26,0.287,0.293,0.003,0.442,0.457,0.191,0.156,0.226,0.396,0.121,0.069,0.078,0.04,0,0.15,0.36,0.542,0.089,0.146,0.097,0.103,0.042,0.348,0.027,0.073,0.112,0.014,0.088,3.995,0.204,1.426,5.003
"ENSG00000182185",0.523,0.434,0.615,0.31,0.881,0.975,1.24,0.922,0.76,0.937,2.502,1.299,1.111,1.226,0.019,0.473,0.49,0.686,0.726,0.709,0.821,0.868,0.198,0.534,3.806,0.293,0.174,0.223,0.247,0.707,0.567,1.531,0.925
"ENSG00000182187",0.398,0.891,0,0,0.03,0.032,0.052,0,0.528,0.105,0,0,0,0,0,0,0,0.09,0,0,0.017,0,0,0,0,0,0,0,0,0.011,0,0.137,0
"ENSG00000182195",51.864,44.416,34.114,62.274,52.639,20.23,20.817,25.18,26.75,36.986,16.881,33.215,32.406,38.693,268.191,3.726,152.343,55.726,20.181,15.108,14.482,18.916,2.562,19.374,51.066,22.014,1.342,7.942,5.321,4.766,7.996,24.639,11.554
"ENSG00000182196",30.267,35.665,30.935,39.197,40.096,33.13,31.895,47.803,34.931,27.56,50.865,26.055,30.334,45.242,164.378,101.795,30.304,113.516,69.033,40.747,38.814,168.029,62.275,133.595,99.526,163.296,39.173,92.629,83.407,62.463,78.243,86.751,150.634
"ENSG00000182197",11.894,18.746,18.545,65.49,13.021,20.158,11.133,25.179,9.552,7.536,1.992,7.605,7.789,26.984,24.666,18.578,5.477,1.96,5.535,8.425,8.07,7.774,3.076,7.588,9.73,7.806,2.787,4.026,3.61,9.497,14.024,4.806,3.849
"ENSG00000182199",53.699,63.482,27.845,49.898,31.305,35.47,29.546,45.209,46.136,43.981,26.731,38.205,31.467,62.548,16.31,79.885,15.822,9.562,13.848,14.842,15.294,30.516,16.889,27.878,14.024,19.902,18.888,7.443,18.248,32.565,57.852,15.225,26.791
"ENSG00000182208",2.611,2.709,4.361,2.752,3.149,3.438,3.576,4.237,3.04,2.67,7.142,4.315,5.35,5.311,17.488,4.627,8.148,13.024,20.393,4.939,5.001,14.038,11.807,13.841,14.633,16.084,14.708,12.154,16.292,13.307,13.115,16.737,21.291
"ENSG00000182217",1.979,5.942,0.745,1.631,2.026,30.783,21.21,17.849,72.327,1.802,19.175,2.189,2.7,1.367,3.688,2.238,16.187,6.25,4.439,4.286,3.797,5.858,3.469,3.054,3.999,7.216,5.756,4.849,3.254,9.091,9.262,31.821,10.079
"ENSG00000182218",0.949,0.473,0.842,0.315,0.594,1.019,1.556,0.918,1.363,1.573,0.004,0.423,0.549,0.163,0.719,0.717,2.787,5.4,0.744,0.529,0.288,0.628,0.533,0.353,1.372,0.3,0.075,0.692,0.616,0.622,0.624,0.199,0.856
"ENSG00000182220",67.563,29.616,43.253,94.87,26.694,36.854,40.274,60.374,39.604,76.565,64.494,37.965,45.279,47.521,123.136,60.705,32.749,52.531,58.423,46.262,48.649,30.088,35.584,52.415,76.719,22.619,19.146,39.798,41.824,44.495,50.014,99.211,44.664
"ENSG00000182223",0.263,0.088,0.02,0.003,0.021,0.106,0.051,0.055,0.293,0.133,0.979,5.554,1.186,0.008,0,0,0.138,0.114,0.017,0.755,0.943,0,0,0.659,0.305,0.04,0,0.023,0,0.011,0.018,0.034,0
"ENSG00000182224",7.78,11.485,3.991,6.412,9.543,7.351,11.98,45.826,8.62,6.387,10.957,3.938,4.579,6.839,8.737,7.846,5.212,9.198,6.745,8.24,7.479,7.764,12.787,6.575,10.673,5.844,23.725,12.018,11.61,5.787,6.995,5.532,3.639
